position,candidate_export_dir,three_day_overview_image_path,event_day_premarket_detail_image_path,event_day_detail_until_1600_ny_image_path,daily_context_image_path,candidate_id,ticker,session_date,visible_maxpush_pct,pm_open_to_first_push_high_pct,pm_open_to_momentum_trigger_pct,prior_close_to_momentum_trigger_pct,pm_open_to_scanner_pct,prior_close_to_scanner_pct,pm_open_to_premarket_extension_high_pct,prior_close_to_premarket_extension_high_pct,pm_open_to_max_high_after_trigger_pct,scanner_to_max_high_pct,max_push_pct_after_trigger,das_state,first_dip_depth_pct,first_rebreak_type,first_rebreak_ts_et,first_green_wick_dip_ts_et,first_green_wick_dip_depth_pct,first_green_wick_dip_type
115,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0115_KTTA_2025-05-06_push65.97_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0115_KTTA_2025-05-06_push65.97_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0115_KTTA_2025-05-06_push65.97_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0115_KTTA_2025-05-06_push65.97_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0115_KTTA_2025-05-06_push65.97_rebreak\05_daily_context.png,das_scanner_appearance:KTTA:2025-05-06T11:04:00+00:00,KTTA,2025-05-06,65.9722,65.9722,63.888888888888886,65.26610644257703,34.7222,35.85434173669468,127.08333333333334,128.99159663865547,127.0833,68.5567,68.5567,rebreak_confirmed,24.2678,single_candle_rebreak,2025-05-06 07:06:00 EDT,2025-05-06 07:07:00 EDT,5.5556,green_wick_dip_new_high
116,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0116_PLRZ_2025-12-02_push65.82_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0116_PLRZ_2025-12-02_push65.82_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0116_PLRZ_2025-12-02_push65.82_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0116_PLRZ_2025-12-02_push65.82_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0116_PLRZ_2025-12-02_push65.82_rebreak\05_daily_context.png,das_scanner_appearance:PLRZ:2025-12-02T12:57:00+00:00,PLRZ,2025-12-02,65.8228,65.8228,54.430379746835435,53.94321766561514,50.3165,49.8422712933754,153.1645569620253,152.36593059936908,153.1646,68.4211,68.4211,rebreak_confirmed,11.8321,single_candle_rebreak,2025-12-02 08:00:00 EST,2025-12-02 08:02:00 EST,24.7101,green_wick_dip_new_high
117,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0117_CYTO_2024-03-25_push65.32_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0117_CYTO_2024-03-25_push65.32_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0117_CYTO_2024-03-25_push65.32_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0117_CYTO_2024-03-25_push65.32_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0117_CYTO_2024-03-25_push65.32_rebreak\05_daily_context.png,das_scanner_appearance:CYTO:2024-03-25T12:50:00+00:00,CYTO,2024-03-25,65.3179,65.3179,57.22543352601157,57.22543352601157,47.9769,47.97687861271677,84.97109826589596,84.97109826589596,84.9711,25.0,25.0,rebreak_confirmed,4.8951,single_candle_rebreak,2024-03-25 08:53:00 EDT,2024-03-25 08:54:00 EDT,0.3322,green_wick_dip_new_high
118,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0118_RAYA_2026-01-22_push65.15_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0118_RAYA_2026-01-22_push65.15_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0118_RAYA_2026-01-22_push65.15_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0118_RAYA_2026-01-22_push65.15_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0118_RAYA_2026-01-22_push65.15_rebreak\05_daily_context.png,das_scanner_appearance:RAYA:2026-01-22T11:10:00+00:00,RAYA,2026-01-22,65.1452,65.1452,65.14522821576763,66.52719665271965,58.0913,59.414225941422586,81.32780082987551,82.84518828451883,81.3278,14.6982,14.6982,rebreak_confirmed,8.6683,vwap_reclaim_rebreak,2026-01-22 06:21:00 EST,2026-01-22 06:26:00 EST,0.1425,green_wick_dip_new_high
119,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0119_SGN_2025-07-11_push64.96_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0119_SGN_2025-07-11_push64.96_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0119_SGN_2025-07-11_push64.96_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0119_SGN_2025-07-11_push64.96_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0119_SGN_2025-07-11_push64.96_rebreak\05_daily_context.png,das_scanner_appearance:SGN:2025-07-11T10:31:00+00:00,SGN,2025-07-11,64.9635,64.9635,64.96350364963502,82.27276393257519,44.8905,60.09355593193,202.18978102189777,233.89789499153153,202.1898,108.5642,108.5642,rebreak_confirmed,25.6637,vwap_reclaim_rebreak,2025-07-11 06:38:00 EDT,2025-07-11 06:40:00 EDT,2.1834,green_wick_dip_new_high
120,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0120_LXRX_2025-03-28_push64.80_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0120_LXRX_2025-03-28_push64.80_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0120_LXRX_2025-03-28_push64.80_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0120_LXRX_2025-03-28_push64.80_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0120_LXRX_2025-03-28_push64.80_rebreak\05_daily_context.png,das_scanner_appearance:LXRX:2025-03-28T11:30:00+00:00,LXRX,2025-03-28,64.8028,64.8028,64.80282519128902,62.36590316033636,49.2643,47.0571180052189,127.48675691583284,124.12293418382141,127.4868,52.4054,52.4054,rebreak_confirmed,20.6429,vwap_reclaim_rebreak,2025-03-28 07:33:00 EDT,2025-03-28 07:34:00 EDT,1.7885,green_wick_dip_new_high
121,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0121_TIVC_2025-08-15_push64.71_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0121_TIVC_2025-08-15_push64.71_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0121_TIVC_2025-08-15_push64.71_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0121_TIVC_2025-08-15_push64.71_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0121_TIVC_2025-08-15_push64.71_rebreak\05_daily_context.png,das_scanner_appearance:TIVC:2025-08-15T12:31:00+00:00,TIVC,2025-08-15,64.7059,64.7059,64.70588235294117,44.0,56.8627,37.14285714285714,95.42483660130719,70.85714285714288,95.4248,24.5833,24.5833,rebreak_confirmed,15.6746,vwap_reclaim_rebreak,2025-08-15 08:49:00 EDT,2025-08-15 08:50:00 EDT,2.1442,green_wick_dip_new_high
122,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0122_ALZN_2025-05-29_push64.47_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0122_ALZN_2025-05-29_push64.47_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0122_ALZN_2025-05-29_push64.47_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0122_ALZN_2025-05-29_push64.47_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0122_ALZN_2025-05-29_push64.47_rebreak\05_daily_context.png,das_scanner_appearance:ALZN:2025-05-29T12:01:00+00:00,ALZN,2025-05-29,64.4699,64.4699,60.17191977077363,71.47239263803682,25.5014,34.3558282208589,159.025787965616,177.3006134969325,159.0258,106.3927,106.3927,rebreak_confirmed,31.8815,vwap_reclaim_rebreak,2025-05-29 08:04:00 EDT,2025-05-29 08:07:00 EDT,3.7347,green_wick_dip_reactivation
123,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0123_LOBO_2025-05-13_push63.62_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0123_LOBO_2025-05-13_push63.62_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0123_LOBO_2025-05-13_push63.62_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0123_LOBO_2025-05-13_push63.62_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0123_LOBO_2025-05-13_push63.62_rebreak\05_daily_context.png,das_scanner_appearance:LOBO:2025-05-13T09:00:00+00:00,LOBO,2025-05-13,63.6156,63.6156,57.89473684210525,81.57894736842104,33.8673,53.94736842105262,306.17848970251714,367.10526315789474,306.1785,203.4188,203.4188,rebreak_confirmed,20.979,single_candle_rebreak,2025-05-13 05:02:00 EDT,2025-05-13 05:03:00 EDT,13.5294,green_wick_dip_new_high
124,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0124_EQ_2025-08-11_push63.50_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0124_EQ_2025-08-11_push63.50_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0124_EQ_2025-08-11_push63.50_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0124_EQ_2025-08-11_push63.50_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0124_EQ_2025-08-11_push63.50_rebreak\05_daily_context.png,das_scanner_appearance:EQ:2025-08-11T12:32:00+00:00,EQ,2025-08-11,63.4989,63.4989,63.49887594522789,60.00000000000001,44.533,41.44000000000001,147.29204986715715,142.0,147.292,71.0973,71.0973,rebreak_confirmed,12.5,single_candle_rebreak,2025-08-11 08:34:00 EDT,2025-08-11 08:36:00 EDT,0.0133,green_wick_dip_new_high
125,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0125_SGBX_2025-10-10_push62.47_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0125_SGBX_2025-10-10_push62.47_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0125_SGBX_2025-10-10_push62.47_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0125_SGBX_2025-10-10_push62.47_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0125_SGBX_2025-10-10_push62.47_rebreak\05_daily_context.png,das_scanner_appearance:SGBX:2025-10-10T08:29:00+00:00,SGBX,2025-10-10,62.4658,62.4658,54.52054794520548,76.24999999999999,33.1507,51.87500000000001,168.49315068493152,206.25,168.4932,101.6461,101.6461,rebreak_confirmed,11.6358,multi_candle_flag_break,2025-10-10 04:38:00 EDT,2025-10-10 04:39:00 EDT,2.5,green_wick_dip_new_high
126,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0126_BTBD_2025-09-03_push61.60_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0126_BTBD_2025-09-03_push61.60_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0126_BTBD_2025-09-03_push61.60_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0126_BTBD_2025-09-03_push61.60_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0126_BTBD_2025-09-03_push61.60_rebreak\05_daily_context.png,das_scanner_appearance:BTBD:2025-09-03T12:26:00+00:00,BTBD,2025-09-03,61.6,61.6,55.99999999999999,109.11528150134049,52.4,104.28954423592494,73.99999999999999,133.24396782841822,74.0,14.1732,14.1732,rebreak_confirmed,16.0891,vwap_reclaim_rebreak,2025-09-03 08:54:00 EDT,2025-09-03 08:59:00 EDT,0.5435,green_wick_dip_reactivation
127,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0127_AGFY_2024-11-05_push61.60_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0127_AGFY_2024-11-05_push61.60_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0127_AGFY_2024-11-05_push61.60_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0127_AGFY_2024-11-05_push61.60_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0127_AGFY_2024-11-05_push61.60_rebreak\05_daily_context.png,das_scanner_appearance:AGFY:2024-11-05T13:20:00+00:00,AGFY,2024-11-05,61.596,61.596,56.35910224438903,99.68152866242036,43.3915,83.12101910828025,70.07481296758107,117.19745222929936,70.0748,18.6087,18.6087,rebreak_confirmed,16.0494,vwap_reclaim_rebreak,2024-11-05 08:53:00 EST,2024-11-05 08:56:00 EST,1.9608,green_wick_dip_reactivation
128,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0128_REBN_2024-05-08_push61.49_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0128_REBN_2024-05-08_push61.49_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0128_REBN_2024-05-08_push61.49_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0128_REBN_2024-05-08_push61.49_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0128_REBN_2024-05-08_push61.49_rebreak\05_daily_context.png,das_scanner_appearance:REBN:2024-05-08T12:33:00+00:00,REBN,2024-05-08,61.4943,61.4943,52.28735632183907,53.167630057803464,39.0805,39.884393063583815,89.6551724137931,90.75144508670519,89.6552,36.3636,36.3636,rebreak_confirmed,7.1174,single_candle_rebreak,2024-05-08 08:37:00 EDT,2024-05-08 08:39:00 EDT,1.083,green_wick_dip_new_high
129,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0129_AIRI_2025-07-10_push61.36_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0129_AIRI_2025-07-10_push61.36_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0129_AIRI_2025-07-10_push61.36_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0129_AIRI_2025-07-10_push61.36_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0129_AIRI_2025-07-10_push61.36_rebreak\05_daily_context.png,das_scanner_appearance:AIRI:2025-07-10T11:04:00+00:00,AIRI,2025-07-10,61.3569,61.3569,61.35693215339232,66.00910470409711,39.528,43.550834597875586,71.38643067846606,76.3277693474962,71.3864,22.833,22.833,rebreak_confirmed,15.7221,vwap_reclaim_rebreak,2025-07-10 07:22:00 EDT,2025-07-10 07:25:00 EDT,3.3203,green_wick_dip_new_high
130,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0130_IBO_2025-06-23_push61.02_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0130_IBO_2025-06-23_push61.02_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0130_IBO_2025-06-23_push61.02_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0130_IBO_2025-06-23_push61.02_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0130_IBO_2025-06-23_push61.02_rebreak\05_daily_context.png,das_scanner_appearance:IBO:2025-06-23T11:47:00+00:00,IBO,2025-06-23,61.0238,61.0238,58.54761904761906,57.79620853080571,19.0476,18.483412322274887,192.8571428571429,191.46919431279622,192.8571,146.0,146.0,rebreak_confirmed,17.9506,single_candle_rebreak,2025-06-23 07:53:00 EDT,2025-06-23 07:55:00 EDT,7.5099,green_wick_dip_reactivation
