position,candidate_export_dir,three_day_overview_image_path,event_day_premarket_detail_image_path,event_day_detail_until_1600_ny_image_path,daily_context_image_path,candidate_id,ticker,session_date,visible_maxpush_pct,pm_open_to_first_push_high_pct,pm_open_to_momentum_trigger_pct,prior_close_to_momentum_trigger_pct,pm_open_to_scanner_pct,prior_close_to_scanner_pct,pm_open_to_premarket_extension_high_pct,prior_close_to_premarket_extension_high_pct,pm_open_to_max_high_after_trigger_pct,scanner_to_max_high_pct,max_push_pct_after_trigger,das_state,first_dip_depth_pct,first_rebreak_type,first_rebreak_ts_et,first_green_wick_dip_ts_et,first_green_wick_dip_depth_pct,first_green_wick_dip_type
639,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0639_ARBE_2025-09-22_push20.86_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0639_ARBE_2025-09-22_push20.86_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0639_ARBE_2025-09-22_push20.86_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0639_ARBE_2025-09-22_push20.86_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0639_ARBE_2025-09-22_push20.86_rebreak\05_daily_context.png,das_scanner_appearance:ARBE:2025-09-22T12:45:00+00:00,ARBE,2025-09-22,20.8589,20.8589,58.282208588957076,60.24844720496893,7.2822,8.614906832298125,58.282208588957076,60.24844720496893,58.2822,47.5382,47.5382,rebreak_confirmed,4.5685,ascending_flag_break,2025-09-22 09:04:00 EDT,2025-09-22 09:05:00 EDT,0.5102,green_wick_dip_new_high
640,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0640_ZENA_2025-06-10_push20.84_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0640_ZENA_2025-06-10_push20.84_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0640_ZENA_2025-06-10_push20.84_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0640_ZENA_2025-06-10_push20.84_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0640_ZENA_2025-06-10_push20.84_rebreak\05_daily_context.png,das_scanner_appearance:ZENA:2025-06-10T12:35:00+00:00,ZENA,2025-06-10,20.8426,20.8426,,,15.0776,15.590200445434302,24.16851441241685,24.721603563474375,24.1685,7.8998,7.8998,rebreak_confirmed,7.8899,ascending_flag_break,2025-06-10 08:40:00 EDT,2025-06-10 08:41:00 EDT,0.5693,green_wick_dip_new_high
641,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0641_BMR_2024-02-13_push20.80_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0641_BMR_2024-02-13_push20.80_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0641_BMR_2024-02-13_push20.80_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0641_BMR_2024-02-13_push20.80_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0641_BMR_2024-02-13_push20.80_rebreak\05_daily_context.png,das_scanner_appearance:BMR:2024-02-13T09:08:00+00:00,BMR,2024-02-13,20.8012,20.8012,51.54083204930663,97.6884422110553,-7.9353,20.100502512562816,51.54083204930663,97.6884422110553,51.5408,64.6025,64.6025,rebreak_confirmed,8.227,multi_candle_flag_break,2024-02-13 08:41:00 EST,2024-02-13 08:42:00 EST,0.8838,green_wick_dip_new_high
642,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0642_LITM_2025-03-21_push20.77_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0642_LITM_2025-03-21_push20.77_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0642_LITM_2025-03-21_push20.77_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0642_LITM_2025-03-21_push20.77_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0642_LITM_2025-03-21_push20.77_rebreak\05_daily_context.png,das_scanner_appearance:LITM:2025-03-21T12:16:00+00:00,LITM,2025-03-21,20.7681,20.7681,,,9.1137,23.73534338358458,26.54357459379616,43.50083752093802,26.5436,15.974,15.974,rebreak_confirmed,4.0117,multi_candle_flag_break,2025-03-21 08:36:00 EDT,2025-03-21 08:37:00 EDT,0.425,green_wick_dip_new_high
643,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0643_VVPR_2024-07-03_push20.76_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0643_VVPR_2024-07-03_push20.76_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0643_VVPR_2024-07-03_push20.76_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0643_VVPR_2024-07-03_push20.76_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0643_VVPR_2024-07-03_push20.76_rebreak\05_daily_context.png,das_scanner_appearance:VVPR:2024-07-03T08:08:00+00:00,VVPR,2024-07-03,20.7627,20.7627,50.000000000000014,136.0,9.322,72.00000000000001,50.42372881355932,136.66666666666666,50.4237,37.5969,37.5969,rebreak_confirmed,3.6842,multi_candle_flag_break,2024-07-03 06:59:00 EDT,2024-07-03 07:00:00 EDT,0.3425,green_wick_dip_new_high
644,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0644_BURU_2025-05-12_push20.74_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0644_BURU_2025-05-12_push20.74_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0644_BURU_2025-05-12_push20.74_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0644_BURU_2025-05-12_push20.74_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0644_BURU_2025-05-12_push20.74_rebreak\05_daily_context.png,das_scanner_appearance:BURU:2025-05-12T12:21:00+00:00,BURU,2025-05-12,20.7435,20.7435,,,10.3372,9.972451790633611,44.817578772802655,44.338842975206624,44.8176,31.25,31.25,rebreak_confirmed,8.6757,single_candle_rebreak,2025-05-12 08:29:00 EDT,2025-05-12 08:30:00 EDT,0.4246,green_wick_dip_new_high
645,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0645_EVGO_2024-11-12_push20.73_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0645_EVGO_2024-11-12_push20.73_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0645_EVGO_2024-11-12_push20.73_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0645_EVGO_2024-11-12_push20.73_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0645_EVGO_2024-11-12_push20.73_rebreak\05_daily_context.png,das_scanner_appearance:EVGO:2024-11-12T13:08:00+00:00,EVGO,2024-11-12,20.7273,20.7273,,,13.0909,15.291936978683971,24.54545454545454,26.969416126042635,24.5455,10.1286,10.1286,rebreak_confirmed,4.9699,flat_shelf_break,2024-11-12 08:22:00 EST,2024-11-12 08:23:00 EST,0.3671,green_wick_dip_new_high
646,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0646_SABR_2026-03-02_push20.72_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0646_SABR_2026-03-02_push20.72_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0646_SABR_2026-03-02_push20.72_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0646_SABR_2026-03-02_push20.72_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0646_SABR_2026-03-02_push20.72_rebreak\05_daily_context.png,das_scanner_appearance:SABR:2026-03-02T13:00:00+00:00,SABR,2026-03-02,20.7207,20.7207,,,16.2252,8.869198312236284,32.43243243243242,24.0506329113924,32.4324,13.9447,13.9447,rebreak_confirmed,14.1791,single_candle_rebreak,2026-03-02 08:06:00 EST,2026-03-02 08:09:00 EST,0.359,green_wick_dip_new_high
647,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0647_TNON_2025-03-25_push20.71_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0647_TNON_2025-03-25_push20.71_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0647_TNON_2025-03-25_push20.71_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0647_TNON_2025-03-25_push20.71_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0647_TNON_2025-03-25_push20.71_rebreak\05_daily_context.png,das_scanner_appearance:TNON:2025-03-25T08:01:00+00:00,TNON,2025-03-25,20.7101,20.7101,58.579881656804744,172.24705404307196,-8.8757,56.44047135310849,258.5798816568047,515.6034132466476,258.5799,293.5065,293.5065,rebreak_confirmed,3.9216,multi_candle_flag_break,2025-03-25 05:50:00 EDT,2025-03-25 05:51:00 EDT,0.9569,green_wick_dip_new_high
648,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0648_AMC_2024-05-14_push20.71_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0648_AMC_2024-05-14_push20.71_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0648_AMC_2024-05-14_push20.71_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0648_AMC_2024-05-14_push20.71_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0648_AMC_2024-05-14_push20.71_rebreak\05_daily_context.png,das_scanner_appearance:AMC:2024-05-14T08:01:00+00:00,AMC,2024-05-14,20.7084,20.7084,55.31335149863761,118.29044117647058,-1.4986,38.44209558823529,81.19891008174388,154.672181372549,81.1989,83.9557,83.9557,rebreak_confirmed,4.6275,multi_candle_flag_break,2024-05-14 07:10:00 EDT,2024-05-14 07:11:00 EDT,0.5682,green_wick_dip_new_high
649,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0649_BAOS_2025-06-04_push20.67_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0649_BAOS_2025-06-04_push20.67_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0649_BAOS_2025-06-04_push20.67_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0649_BAOS_2025-06-04_push20.67_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0649_BAOS_2025-06-04_push20.67_rebreak\05_daily_context.png,das_scanner_appearance:BAOS:2025-06-04T08:12:00+00:00,BAOS,2025-06-04,20.6704,20.6704,57.541899441340775,128.3400809716599,-7.5419,34.0080971659919,67.87709497206703,143.31983805668014,67.8771,81.571,81.571,rebreak_confirmed,12.7315,single_candle_rebreak,2025-06-04 04:21:00 EDT,2025-06-04 04:23:00 EDT,1.3921,green_wick_dip_reactivation
650,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0650_MGOL_2025-02-14_push20.65_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0650_MGOL_2025-02-14_push20.65_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0650_MGOL_2025-02-14_push20.65_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0650_MGOL_2025-02-14_push20.65_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0650_MGOL_2025-02-14_push20.65_rebreak\05_daily_context.png,das_scanner_appearance:MGOL:2025-02-14T09:02:00+00:00,MGOL,2025-02-14,20.65,20.65,53.749999999999986,47.305389221556894,5.6625,1.233532934131747,54.99999999999999,48.50299401197605,55.0,46.6935,46.6935,rebreak_confirmed,5.0041,single_candle_rebreak,2025-02-14 06:45:00 EST,2025-02-14 06:46:00 EST,1.1821,green_wick_dip_new_high
651,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0651_PSTV_2025-03-20_push20.64_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0651_PSTV_2025-03-20_push20.64_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0651_PSTV_2025-03-20_push20.64_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0651_PSTV_2025-03-20_push20.64_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0651_PSTV_2025-03-20_push20.64_rebreak\05_daily_context.png,das_scanner_appearance:PSTV:2025-03-20T11:40:00+00:00,PSTV,2025-03-20,20.6419,20.6419,,,11.109,13.441915227629492,30.693830482414004,33.43799058084772,30.6938,17.6267,17.6267,rebreak_confirmed,3.1544,single_candle_rebreak,2025-03-20 07:44:00 EDT,2025-03-20 07:45:00 EDT,0.365,green_wick_dip_new_high
652,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0652_CRVO_2025-03-13_push20.58_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0652_CRVO_2025-03-13_push20.58_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0652_CRVO_2025-03-13_push20.58_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0652_CRVO_2025-03-13_push20.58_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0652_CRVO_2025-03-13_push20.58_rebreak\05_daily_context.png,das_scanner_appearance:CRVO:2025-03-13T09:10:00+00:00,CRVO,2025-03-13,20.5832,20.5832,,,2.4014,-2.9268292682926926,42.538593481989714,35.12195121951219,42.5386,39.196,39.196,rebreak_confirmed,3.1294,last_red_high_break,2025-03-13 07:27:00 EDT,2025-03-13 07:28:00 EDT,0.4202,green_wick_dip_new_high
653,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0653_BENF_2025-10-22_push20.56_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0653_BENF_2025-10-22_push20.56_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0653_BENF_2025-10-22_push20.56_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0653_BENF_2025-10-22_push20.56_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0653_BENF_2025-10-22_push20.56_rebreak\05_daily_context.png,das_scanner_appearance:BENF:2025-10-22T08:22:00+00:00,BENF,2025-10-22,20.5553,20.5553,,,6.3078,84.56659619450319,35.168046760837804,134.67230443974634,35.168,27.1478,27.1478,rebreak_confirmed,23.9596,multi_candle_flag_break,2025-10-22 08:07:00 EDT,2025-10-22 08:11:00 EDT,0.9801,green_wick_dip_reactivation
654,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0654_BZAI_2025-07-18_push20.55_rebreak,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0654_BZAI_2025-07-18_push20.55_rebreak\02_three_day_overview.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0654_BZAI_2025-07-18_push20.55_rebreak\03_event_day_premarket_detail.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0654_BZAI_2025-07-18_push20.55_rebreak\04_event_day_detail_until_1600_ny.png,C:\TSIS_Data\00_CTO\13_TRADING_SYSTEMS\03_STRATEGY_LIBRARY\LONG\DAS\runs\das_scanner_appearance_20260628T114046Z\chart_exports\event_day_details_grouped\0654_BZAI_2025-07-18_push20.55_rebreak\05_daily_context.png,das_scanner_appearance:BZAI:2025-07-18T08:07:00+00:00,BZAI,2025-07-18,20.5455,20.5455,,,-9.0909,64.51156516303097,27.27272727272727,130.31619122824335,27.2727,40.0,40.0,rebreak_confirmed,6.184,ascending_flag_break,2025-07-18 06:58:00 EDT,2025-07-18 07:00:00 EDT,0.3053,green_wick_dip_new_high
