ticker,date,total_volume,short_volume,exempt_volume,non_exempt_volume,short_volume_ratio,nyse_short_volume,nyse_short_volume_exempt,nasdaq_carteret_short_volume,nasdaq_carteret_short_volume_exempt,nasdaq_chicago_short_volume,nasdaq_chicago_short_volume_exempt,adf_short_volume,adf_short_volume_exempt,orf_short_volume,orf_short_volume_exempt
CPS,2018-08-15,29123.0,10870.0,0.0,10870.0,37.32,257.0,0.0,11252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-15,29123.0,10870.0,0.0,10870.0,37.32,257.0,0.0,6752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-15,29123.0,10870.0,0.0,10870.0,37.32,4118.0,0.0,11252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-15,29123.0,10870.0,0.0,10870.0,37.32,4118.0,0.0,6752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-16,40610.0,21013.0,0.0,21013.0,51.74,1736.0,0.0,19277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-16,40610.0,21013.0,0.0,21013.0,51.74,1736.0,0.0,10591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-16,40610.0,21013.0,0.0,21013.0,51.74,500.0,0.0,19277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-16,40610.0,21013.0,0.0,21013.0,51.74,500.0,0.0,10591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-16,16826.0,11091.0,0.0,11091.0,65.92,1736.0,0.0,19277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-16,16826.0,11091.0,0.0,11091.0,65.92,1736.0,0.0,10591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-16,16826.0,11091.0,0.0,11091.0,65.92,500.0,0.0,19277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-16,16826.0,11091.0,0.0,11091.0,65.92,500.0,0.0,10591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-17,41839.0,10998.0,0.0,10998.0,26.29,111.0,0.0,10887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-17,41839.0,10998.0,0.0,10998.0,26.29,111.0,0.0,3955.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-17,41839.0,10998.0,0.0,10998.0,26.29,162.0,0.0,10887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,2018-08-17,41839.0,10998.0,0.0,10998.0,26.29,162.0,0.0,3955.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0
