ticker,year_files,rows,split_non1_rows,div_non1_rows,adj_non1_rows,activation_profile
SCT,10,1417,0,0,0,neutral_control
SCTL,3,513,0,0,0,neutral_control
SCTY,8,1034,0,0,0,neutral_control
SCUA,2,235,0,0,0,neutral_control
SCVX,3,553,0,0,0,neutral_control
SCWX,10,2208,0,0,0,neutral_control
SCZM,1,32,0,0,0,neutral_control
SDAC,3,441,0,0,0,neutral_control
SDC,5,1022,0,0,0,neutral_control
SDGR,7,1528,0,0,0,neutral_control
SDH,2,380,0,0,0,neutral_control
SDHC,3,539,0,0,0,neutral_control
SDHI,2,121,0,0,0,neutral_control
SDHY,7,1324,0,0,0,neutral_control
SDI,3,548,0,0,0,neutral_control
SDM,8,704,0,0,0,neutral_control
SDPI,11,2561,0,0,0,neutral_control
SDR,8,1905,0,0,0,neutral_control
SDRL,16,3414,0,0,0,neutral_control
SDS,22,5097,0,0,0,neutral_control
SDT,9,2169,0,0,0,neutral_control
SDX,3,630,0,0,0,neutral_control
SE,21,4876,0,0,0,neutral_control
SEAH,3,297,0,0,0,neutral_control
SEAT,6,1099,0,0,0,neutral_control
SEB,22,5327,0,0,0,neutral_control
SED,3,602,0,0,0,neutral_control
SEDA,4,419,0,0,0,neutral_control
SEDG,12,2753,0,0,0,neutral_control
SEE,22,5327,0,0,0,neutral_control
SEED,22,5111,0,0,0,neutral_control
SEER,7,1318,0,0,0,neutral_control
SEG,3,400,0,0,0,neutral_control
SEH,9,2061,0,0,0,neutral_control
SEI,3,371,0,0,0,neutral_control
SEIC,22,5327,0,0,0,neutral_control
SEII,7,699,0,0,0,neutral_control
SEL,5,1061,0,0,0,neutral_control
SELB,8,1862,0,0,0,neutral_control
SELX,3,508,0,0,0,neutral_control
SEM,22,4539,0,0,0,neutral_control
SEMG,12,2484,0,0,0,neutral_control
SEMI,11,2206,0,0,0,neutral_control
SEMR,6,1243,0,0,0,neutral_control
SEN,3,719,0,0,0,neutral_control
SEND,3,303,0,0,0,neutral_control
SENEA,22,4979,0,0,0,neutral_control
SENEB,22,2172,0,0,0,neutral_control
SEO,5,911,0,0,0,neutral_control
SEP,12,2889,0,0,0,neutral_control
SEPA,2,215,0,0,0,neutral_control
SEPN,3,340,0,0,0,neutral_control
SER,3,477,0,0,0,neutral_control
SERA,6,1165,0,0,0,neutral_control
SEV,12,1877,0,0,0,neutral_control
SEZL,4,622,0,0,0,neutral_control
SF,22,5327,0,0,0,neutral_control
SFA,5,686,0,0,0,neutral_control
SFBS,13,2971,0,0,0,neutral_control
SFC,3,649,0,0,0,neutral_control
SFD,11,2477,0,0,0,neutral_control
SFF,4,785,0,0,0,neutral_control
SFG,12,2813,0,0,0,neutral_control
SFIX,10,2084,0,0,0,neutral_control
SFL,22,5327,0,0,0,neutral_control
SFLY,14,3268,0,0,0,neutral_control
SFM,18,3971,0,0,0,neutral_control
SFN,11,2563,0,0,0,neutral_control
SFNC,22,5327,0,0,0,neutral_control
SFO,4,656,0,0,0,neutral_control
SFP,3,651,0,0,0,neutral_control
SFR,4,699,0,0,0,neutral_control
SFS,6,1192,0,0,0,neutral_control
SFSF,6,1072,0,0,0,neutral_control
SFST,20,4343,0,0,0,neutral_control
SFT,4,757,0,0,0,neutral_control
SFTW,3,411,0,0,0,neutral_control
SFUN,17,3524,0,0,0,neutral_control
SFWL,4,729,0,0,0,neutral_control
SFY,19,4496,0,0,0,neutral_control
SG,9,1574,0,0,0,neutral_control
SGAM,2,213,0,0,0,neutral_control
SGB,16,2749,0,0,0,neutral_control
SGBK,4,841,0,0,0,neutral_control
SGBXV,1,7,0,0,0,neutral_control
SGE,2,341,0,0,0,neutral_control
SGEN,19,4769,0,0,0,neutral_control
SGF,14,3352,0,0,0,neutral_control
SGFY,3,535,0,0,0,neutral_control
SGG,19,4220,0,0,0,neutral_control
SGH,13,2376,0,0,0,neutral_control
SGHC,5,1029,0,0,0,neutral_control
SGHL,5,413,0,0,0,neutral_control
SGHT,6,1166,0,0,0,neutral_control
SGI,11,2357,0,0,0,neutral_control
SGII,3,295,0,0,0,neutral_control
SGK,10,2409,0,0,0,neutral_control
SGL,12,2864,0,0,0,neutral_control
SGLB,6,1324,0,0,0,neutral_control
SGM,5,915,0,0,0,neutral_control
SGMA,21,5089,0,0,0,neutral_control
SGML,6,1125,0,0,0,neutral_control
SGMO,22,5327,0,0,0,neutral_control
SGMT,4,664,0,0,0,neutral_control
SGNL,4,667,0,0,0,neutral_control
SGOC,12,2541,0,0,0,neutral_control
SGP,6,1239,0,0,0,neutral_control
SGR,5,1167,0,0,0,neutral_control
SGRP,22,4810,0,0,0,neutral_control
SGRY,12,2622,0,0,0,neutral_control
SGS,4,607,0,0,0,neutral_control
SGS.U,3,68,0,0,0,neutral_control
SGY,14,3361,0,0,0,neutral_control
SGYP,8,1804,0,0,0,neutral_control
SHAC,2,318,0,0,0,neutral_control
SHAK,12,2791,0,0,0,neutral_control
SHAP,3,332,0,0,0,neutral_control
SHAW,5,875,0,0,0,neutral_control
SHAZ,2,17,0,0,0,neutral_control
SHC,7,1327,0,0,0,neutral_control
SHCA,2,154,0,0,0,neutral_control
SHCO,4,718,0,0,0,neutral_control
SHCR,4,831,0,0,0,neutral_control
SHE,13,2590,0,0,0,neutral_control
SHF,2,133,0,0,0,neutral_control
SHG,22,5327,0,0,0,neutral_control
SHI,18,4448,0,0,0,neutral_control
SHIM,4,577,0,0,0,neutral_control
SHLL,2,256,0,0,0,neutral_control
SHLM,14,3432,0,0,0,neutral_control
SHLS,6,1283,0,0,0,neutral_control
SHLX,9,2007,0,0,0,neutral_control
SHMD,3,463,0,0,0,neutral_control
SHO,22,5327,0,0,0,neutral_control
SHOO,22,5327,0,0,0,neutral_control
SHOP,13,2880,0,0,0,neutral_control
SHOR,11,2576,0,0,0,neutral_control
SHOS,8,1768,0,0,0,neutral_control
SHP,4,604,0,0,0,neutral_control
SHQA,2,218,0,0,0,neutral_control
SHR,4,609,0,0,0,neutral_control
SHS,9,2083,0,0,0,neutral_control
SHSP,7,1443,0,0,0,neutral_control
SHU,2,413,0,0,0,neutral_control
SHUA,2,184,0,0,0,neutral_control
SHW,22,5327,0,0,0,neutral_control
SHZ,6,1322,0,0,0,neutral_control
SI,17,3391,0,0,0,neutral_control
SIBN,9,1855,0,0,0,neutral_control
SIC,4,794,0,0,0,neutral_control
SID,22,5327,0,0,0,neutral_control
SIE,4,791,0,0,0,neutral_control
SIER,2,203,0,0,0,neutral_control
SIFI,21,4249,0,0,0,neutral_control
SIG,22,5327,0,0,0,neutral_control
SIGI,22,5327,0,0,0,neutral_control
SIGM,14,3436,0,0,0,neutral_control
SIHI,4,778,0,0,0,neutral_control
SII,13,2853,0,0,0,neutral_control
SIL,22,5008,0,0,0,neutral_control
SILA,3,433,0,0,0,neutral_control
SILK,6,1372,0,0,0,neutral_control
SILU,4,721,0,0,0,neutral_control
SILV,8,1630,0,0,0,neutral_control
SIM,22,4689,0,0,0,neutral_control
SIMA,5,291,0,0,0,neutral_control
SINA,17,4082,0,0,0,neutral_control
SINO,15,3354,0,0,0,neutral_control
SION,2,270,0,0,0,neutral_control
SIOX,5,810,0,0,0,neutral_control
SIR,10,2445,0,0,0,neutral_control
SIRI,22,5327,0,0,0,neutral_control
SITE,11,2468,0,0,0,neutral_control
SITM,8,1579,0,0,0,neutral_control
SITO,6,1153,0,0,0,neutral_control
SIVB,19,4476,0,0,0,neutral_control
SIX,19,4254,0,0,0,neutral_control
SIZ,11,1064,0,0,0,neutral_control
SJ,7,1445,0,0,0,neutral_control
SJH,10,1672,0,0,0,neutral_control
SJI,19,4551,0,0,0,neutral_control
SJM,22,5327,0,0,0,neutral_control
SJR,19,4594,0,0,0,neutral_control
SKBL,2,281,0,0,0,neutral_control
SKE,9,1511,0,0,0,neutral_control
SKGR,4,549,0,0,0,neutral_control
SKH,9,1944,0,0,0,neutral_control
SKIN,6,1214,0,0,0,neutral_control
SKIS,6,1217,0,0,0,neutral_control
SKLN,4,613,0,0,0,neutral_control
SKM,22,5327,0,0,0,neutral_control
SKO,1,250,0,0,0,neutral_control
SKP,5,1107,0,0,0,neutral_control
SKS,9,2226,0,0,0,neutral_control
SKT,22,5327,0,0,0,neutral_control
SKWD,4,788,0,0,0,neutral_control
SKX,21,5206,0,0,0,neutral_control
SKY,22,5324,0,0,0,neutral_control
SKYA,3,294,0,0,0,neutral_control
SKYH,5,1031,0,0,0,neutral_control
SKYT,6,1225,0,0,0,neutral_control
SKYW,22,5327,0,0,0,neutral_control
SKYX,5,1020,0,0,0,neutral_control
SLA,10,2436,0,0,0,neutral_control
SLAB,22,5327,0,0,0,neutral_control
SLAC,4,603,0,0,0,neutral_control
SLAM,4,750,0,0,0,neutral_control
SLB,22,5327,0,0,0,neutral_control
SLCA,13,3144,0,0,0,neutral_control
SLCR,2,386,0,0,0,neutral_control
SLCT,8,1769,0,0,0,neutral_control
SLD,3,481,0,0,0,neutral_control
SLDE,2,180,0,0,0,neutral_control
SLDP,6,1063,0,0,0,neutral_control
SLF,22,5327,0,0,0,neutral_control
SLG,22,5327,0,0,0,neutral_control
SLGB,2,98,0,0,0,neutral_control
SLGC,4,589,0,0,0,neutral_control
SLGN,22,5327,0,0,0,neutral_control
SLH,12,2520,0,0,0,neutral_control
SLHG,2,308,0,0,0,neutral_control
SLI,18,3967,0,0,0,neutral_control
SLM,22,5327,0,0,0,neutral_control
SLMT,2,106,0,0,0,neutral_control
SLNA,3,438,0,0,0,neutral_control
SLND,4,765,0,0,0,neutral_control
SLNG,7,1242,0,0,0,neutral_control
SLNO,10,2216,0,0,0,neutral_control
SLQT,7,1455,0,0,0,neutral_control
SLR,3,691,0,0,0,neutral_control
SLRN,3,512,0,0,0,neutral_control
SLSN,2,229,0,0,0,neutral_control
SLSR,3,471,0,0,0,neutral_control
SLT,12,2470,0,0,0,neutral_control
SLVM,6,1111,0,0,0,neutral_control
SLW,13,2986,0,0,0,neutral_control
SLXN,3,389,0,0,0,neutral_control
SM,22,5327,0,0,0,neutral_control
SMA,12,2732,0,0,0,neutral_control
SMAR,8,1693,0,0,0,neutral_control
SMC,9,1529,0,0,0,neutral_control
SMCI,19,4416,0,0,0,neutral_control
SMED,14,3343,0,0,0,neutral_control
SMF,7,1481,0,0,0,neutral_control
SMFG,17,3859,0,0,0,neutral_control
SMG,22,5327,0,0,0,neutral_control
SMHI,10,2202,0,0,0,neutral_control
SMI,20,4496,0,0,0,neutral_control
SMID,7,1329,0,0,0,neutral_control
SMIH,3,280,0,0,0,neutral_control
SMIT,22,4138,0,0,0,neutral_control
SMJF,2,63,0,0,0,neutral_control
SMLR,9,1653,0,0,0,neutral_control
SMM,14,2820,0,0,0,neutral_control
SMMC,3,263,0,0,0,neutral_control
SMMT,12,2739,0,0,0,neutral_control
SMPL,14,2753,0,0,0,neutral_control
SMR,5,964,0,0,0,neutral_control
SMRT,22,5074,0,0,0,neutral_control
SMS,6,1404,0,0,0,neutral_control
SMSH,2,31,0,0,0,neutral_control
SMT,8,1592,0,0,0,neutral_control
SMTA,2,399,0,0,0,neutral_control
SMTC,22,5327,0,0,0,neutral_control
SMTI,8,1359,0,0,0,neutral_control
SMTS,12,2744,0,0,0,neutral_control
SMTX,17,4072,0,0,0,neutral_control
SMV.A,2,195,0,0,0,neutral_control
SMV.B,2,146,0,0,0,neutral_control
SMWB,6,1210,0,0,0,neutral_control
SMXT,3,508,0,0,0,neutral_control
SN,13,2458,0,0,0,neutral_control
SNA,22,5327,0,0,0,neutral_control
SNAK,13,3258,0,0,0,neutral_control
SNAL,5,830,0,0,0,neutral_control
SNAP,10,2266,0,0,0,neutral_control
SNBC,14,3293,0,0,0,neutral_control
SNBP,1,66,0,0,0,neutral_control
SNBR,10,2096,0,0,0,neutral_control
SNC,4,765,0,0,0,neutral_control
SNCY,6,1249,0,0,0,neutral_control
SNDK,14,3119,0,0,0,neutral_control
SNDR,10,2241,0,0,0,neutral_control
SNDX,11,2517,0,0,0,neutral_control
SNE,17,4089,0,0,0,neutral_control
SNEX,7,1425,0,0,0,neutral_control
SNF,7,1679,0,0,0,neutral_control
SNG,6,1327,0,0,0,neutral_control
SNH,15,3775,0,0,0,neutral_control
SNHY,15,3637,0,0,0,neutral_control
SNII,2,196,0,0,0,neutral_control
SNMX,14,3484,0,0,0,neutral_control
SNN,22,5327,0,0,0,neutral_control
SNNA,3,602,0,0,0,neutral_control
SNOW,11,2255,0,0,0,neutral_control
SNP,18,4451,0,0,0,neutral_control
SNPO,4,726,0,0,0,neutral_control
SNPR,2,206,0,0,0,neutral_control
SNPS,22,5327,0,0,0,neutral_control
SNRH,3,532,0,0,0,neutral_control
SNS,6,1325,0,0,0,neutral_control
SNV,21,5283,0,0,0,neutral_control
SNX,22,5327,0,0,0,neutral_control
SNY,22,5327,0,0,0,neutral_control
SO,22,5327,0,0,0,neutral_control
SOA,5,1094,0,0,0,neutral_control
SOAC,2,304,0,0,0,neutral_control
SOBO,3,353,0,0,0,neutral_control
SOC,6,854,0,0,0,neutral_control
SOC.U,3,144,0,0,0,neutral_control
SOCA,2,85,0,0,0,neutral_control
SODA,9,2036,0,0,0,neutral_control
SOFI,6,1197,0,0,0,neutral_control
SOGO,5,974,0,0,0,neutral_control
SOHU,22,5327,0,0,0,neutral_control
SOLN,4,741,0,0,0,neutral_control
SOLO,7,1415,0,0,0,neutral_control
SOLS,6,430,0,0,0,neutral_control
SOLV,3,485,0,0,0,neutral_control
SOLY,3,714,0,0,0,neutral_control
SON,22,5327,0,0,0,neutral_control
SONA,16,3394,0,0,0,neutral_control
SONC,14,3507,0,0,0,neutral_control
SONG,7,774,0,0,0,neutral_control
SONO,17,3732,0,0,0,neutral_control
SONS,13,3250,0,0,0,neutral_control
SONX,6,891,0,0,0,neutral_control
SOPH,6,1160,0,0,0,neutral_control
SOQ,5,1120,0,0,0,neutral_control
SOR,22,5327,0,0,0,neutral_control
SORA,2,195,0,0,0,neutral_control
SORL,15,3515,0,0,0,neutral_control
SORN,1,6,0,0,0,neutral_control
SOTK,6,1129,0,0,0,neutral_control
SOUL,2,170,0,0,0,neutral_control
SOUN,5,967,0,0,0,neutral_control
SOV,5,1025,0,0,0,neutral_control
SOVO,4,619,0,0,0,neutral_control
SOWG,6,739,0,0,0,neutral_control
SP,14,2902,0,0,0,neutral_control
SPA,15,3506,0,0,0,neutral_control
SPAI,3,381,0,0,0,neutral_control
SPAN,13,2910,0,0,0,neutral_control
SPAR,16,3877,0,0,0,neutral_control
SPB,17,4017,0,0,0,neutral_control
SPC,12,2224,0,0,0,neutral_control
SPCM,2,185,0,0,0,neutral_control
SPE,17,3981,0,0,0,neutral_control
SPEG,2,96,0,0,0,neutral_control
SPF,11,2705,0,0,0,neutral_control
SPFR,1,173,0,0,0,neutral_control
SPG,22,5327,0,0,0,neutral_control
SPGI,11,2478,0,0,0,neutral_control
SPGS,2,421,0,0,0,neutral_control
SPH,22,5327,0,0,0,neutral_control
SPHA,1,29,0,0,0,neutral_control
SPHR,4,721,0,0,0,neutral_control
SPHS,10,1655,0,0,0,neutral_control
SPK,2,185,0,0,0,neutral_control
SPKB,3,415,0,0,0,neutral_control
SPKE,8,1771,0,0,0,neutral_control
SPKL,4,475,0,0,0,neutral_control
SPLK,13,2996,0,0,0,neutral_control
SPLS,14,3230,0,0,0,neutral_control
SPM,3,605,0,0,0,neutral_control
SPMC,3,432,0,0,0,neutral_control
SPNC,13,3173,0,0,0,neutral_control
SPNE,9,1891,0,0,0,neutral_control
SPNS,21,5025,0,0,0,neutral_control
SPNT,6,1261,0,0,0,neutral_control
SPNV,2,182,0,0,0,neutral_control
SPOT,9,1993,0,0,0,neutral_control
SPR,21,4861,0,0,0,neutral_control
SPRO,18,3718,0,0,0,neutral_control
SPRQ,1,121,0,0,0,neutral_control
SPRY,5,831,0,0,0,neutral_control
SPSC,17,3993,0,0,0,neutral_control
SPT,8,1564,0,0,0,neutral_control
SPTK,2,310,0,0,0,neutral_control
SPTN,21,5212,0,0,0,neutral_control
SPWH,13,2989,0,0,0,neutral_control
SPWR,20,4145,0,0,0,neutral_control
SPWRV,2,12,0,0,0,neutral_control
SPXC,12,2625,0,0,0,neutral_control
SPXX,13,2817,0,0,0,neutral_control
SQA.A,3,735,0,0,0,neutral_control
SQA.B,3,658,0,0,0,neutral_control
SQF,3,526,0,0,0,neutral_control
SQM,22,5327,0,0,0,neutral_control
SQM.A,4,307,0,0,0,neutral_control
SQNS,16,3744,0,0,0,neutral_control
SQSP,4,859,0,0,0,neutral_control
SQZ,4,671,0,0,0,neutral_control
SR,22,5034,0,0,0,neutral_control
SRA,3,581,0,0,0,neutral_control
SRAC,2,316,0,0,0,neutral_control
SRAD,6,1124,0,0,0,neutral_control
SRAX,11,2119,0,0,0,neutral_control
SRBK,4,615,0,0,0,neutral_control
SRC,14,3071,0,0,0,neutral_control
SRCE,22,5327,0,0,0,neutral_control
SRCI,4,721,0,0,0,neutral_control
SRCL,20,4993,0,0,0,neutral_control
SRDX,21,5254,0,0,0,neutral_control
SRE,22,5327,0,0,0,neutral_control
SREV,12,2849,0,0,0,neutral_control
SRF,9,2078,0,0,0,neutral_control
SRG.U,2,188,0,0,0,neutral_control
SRI,22,5327,0,0,0,neutral_control
SRL,9,1789,0,0,0,neutral_control
SRNE,14,2820,0,0,0,neutral_control
SRNG,1,106,0,0,0,neutral_control
SRO,6,1370,0,0,0,neutral_control
SRP,4,979,0,0,0,neutral_control
SRPT,15,3430,0,0,0,neutral_control
SRQ,6,1370,0,0,0,neutral_control
SRR,3,661,0,0,0,neutral_control
SRRK,9,1956,0,0,0,neutral_control
SRSA,3,383,0,0,0,neutral_control
SRSC,4,682,0,0,0,neutral_control
SRTA,2,130,0,0,0,neutral_control
SRTS,11,2376,0,0,0,neutral_control
SRUN,2,198,0,0,0,neutral_control
SRV,21,4778,0,0,0,neutral_control
SRX,7,1649,0,0,0,neutral_control
SRXH,2,214,0,0,0,neutral_control
SRZ,9,2018,0,0,0,neutral_control
SSAA,2,330,0,0,0,neutral_control
SSAC,1,5,0,0,0,neutral_control
SSB,15,3154,0,0,0,neutral_control
SSBI,21,4487,0,0,0,neutral_control
SSBK,5,966,0,0,0,neutral_control
SSC,2,336,0,0,0,neutral_control
SSCC,9,1261,0,0,0,neutral_control
SSD,22,5327,0,0,0,neutral_control
SSE,12,2122,0,0,0,neutral_control
SSEA,2,52,0,0,0,neutral_control
SSFN,13,2469,0,0,0,neutral_control
SSH,6,1294,0,0,0,neutral_control
SSII,4,585,0,0,0,neutral_control
SSL,22,5327,0,0,0,neutral_control
SSLJ,2,323,0,0,0,neutral_control
SSLT,3,420,0,0,0,neutral_control
SSM,8,867,0,0,0,neutral_control
SSNC,18,4235,0,0,0,neutral_control
SSNI,6,1215,0,0,0,neutral_control
SSPK,3,392,0,0,0,neutral_control
SSRI,13,3168,0,0,0,neutral_control
SSRM,10,2159,0,0,0,neutral_control
SSS,13,2946,0,0,0,neutral_control
SSTI,16,3524,0,0,0,neutral_control
SSU,3,457,0,0,0,neutral_control
SSW,16,3663,0,0,0,neutral_control
SSYS,22,5327,0,0,0,neutral_control
ST,17,4022,0,0,0,neutral_control
STA,3,540,0,0,0,neutral_control
STAA,22,5327,0,0,0,neutral_control
STAB,6,999,0,0,0,neutral_control
STAG,16,3705,0,0,0,neutral_control
STAI,2,293,0,0,0,neutral_control
STAK,6,1051,0,0,0,neutral_control
STAR,16,3468,0,0,0,neutral_control
STAY,9,1909,0,0,0,neutral_control
STB,9,1863,0,0,0,neutral_control
STBA,22,5327,0,0,0,neutral_control
STBZ,8,1941,0,0,0,neutral_control
STC,22,5327,0,0,0,neutral_control
STDY,4,865,0,0,0,neutral_control
STE,22,5327,0,0,0,neutral_control
STEL,13,2824,0,0,0,neutral_control
STEP,7,1374,0,0,0,neutral_control
STER,4,781,0,0,0,neutral_control
STET,2,236,0,0,0,neutral_control
STEW,5,984,0,0,0,neutral_control
STEX,2,121,0,0,0,neutral_control
STFC,18,4319,0,0,0,neutral_control
STGW,6,1153,0,0,0,neutral_control
STHO,4,735,0,0,0,neutral_control
STIC,2,112,0,0,0,neutral_control
STIM,9,1932,0,0,0,neutral_control
STIX,3,423,0,0,0,neutral_control
STJ,13,3023,0,0,0,neutral_control
STK,19,4261,0,0,0,neutral_control
STKE,2,124,0,0,0,neutral_control
STKL,22,5327,0,0,0,neutral_control
STKS,12,2691,0,0,0,neutral_control
STL,18,4300,0,0,0,neutral_control
STLA,6,1289,0,0,0,neutral_control
STLD,22,5327,0,0,0,neutral_control
STLR,3,257,0,0,0,neutral_control
STM,22,5327,0,0,0,neutral_control
STML,8,1853,0,0,0,neutral_control
STMP,17,4218,0,0,0,neutral_control
STN,22,5145,0,0,0,neutral_control
STNE,9,1849,0,0,0,neutral_control
STNEV,1,3,0,0,0,neutral_control
STNG,17,4008,0,0,0,neutral_control
STNL,2,287,0,0,0,neutral_control
STO,14,3366,0,0,0,neutral_control
STOK,8,1688,0,0,0,neutral_control
STOR,10,2066,0,0,0,neutral_control
STP,9,1989,0,0,0,neutral_control
STPC,1,150,0,0,0,neutral_control
STPK,2,139,0,0,0,neutral_control
STRA,22,5327,0,0,0,neutral_control
STRE,3,340,0,0,0,neutral_control
STRL,21,5063,0,0,0,neutral_control
STRNW,2,226,0,0,0,neutral_control
STRP,6,1152,0,0,0,neutral_control
STRY,2,226,0,0,0,neutral_control
STRZA,4,985,0,0,0,neutral_control
STRZB,4,363,0,0,0,neutral_control
STS,13,3162,0,0,0,neutral_control
STT,22,5327,0,0,0,neutral_control
STTK,7,1357,0,0,0,neutral_control
STU,6,1511,0,0,0,neutral_control
STUB,2,118,0,0,0,neutral_control
STV,13,2684,0,0,0,neutral_control
STVN,6,1165,0,0,0,neutral_control
STW,1,92,0,0,0,neutral_control
STWD,18,4167,0,0,0,neutral_control
STWO,2,217,0,0,0,neutral_control
STX,22,5327,0,0,0,neutral_control
STZ,22,5327,0,0,0,neutral_control
STZ.B,18,2803,0,0,0,neutral_control
SU,22,5327,0,0,0,neutral_control
SUAC,4,312,0,0,0,neutral_control
SUF,7,1431,0,0,0,neutral_control
SUG,8,1821,0,0,0,neutral_control
SUI,22,5327,0,0,0,neutral_control
SUIG,2,133,0,0,0,neutral_control
SUM,11,2495,0,0,0,neutral_control
SUMO,4,667,0,0,0,neutral_control
SUN,21,4811,0,0,0,neutral_control
SUNB,1,5,0,0,0,neutral_control
SUNC,5,139,0,0,0,neutral_control
SUNS,15,3210,0,0,0,neutral_control
SUPN,15,3482,0,0,0,neutral_control
SUPV,11,2463,0,0,0,neutral_control
SUR,7,1622,0,0,0,neutral_control
SURF,6,1356,0,0,0,neutral_control
SUSP,3,527,0,0,0,neutral_control
SUSS,9,1978,0,0,0,neutral_control
SUUN,3,480,0,0,0,neutral_control
SV,3,351,0,0,0,neutral_control
SVA,15,3559,0,0,0,neutral_control
SVAC,4,288,0,0,0,neutral_control
SVAQ,1,13,0,0,0,neutral_control
SVCC,2,145,0,0,0,neutral_control
SVCO,3,457,0,0,0,neutral_control
SVFA,3,504,0,0,0,neutral_control
SVFB,3,451,0,0,0,neutral_control
SVFC,2,313,0,0,0,neutral_control
SVII,4,576,0,0,0,neutral_control
SVIV,1,5,0,0,0,neutral_control
SVLC,4,779,0,0,0,neutral_control
SVM,20,4512,0,0,0,neutral_control
SVMH,3,278,0,0,0,neutral_control
SVMK,4,683,0,0,0,neutral_control
SVN,8,1370,0,0,0,neutral_control
SVNA,3,207,0,0,0,neutral_control
SVOK,1,210,0,0,0,neutral_control
SVR,7,1492,0,0,0,neutral_control
SVRA,10,2226,0,0,0,neutral_control
SVRN,2,75,0,0,0,neutral_control
SVT,21,4197,0,0,0,neutral_control
SVU,14,3475,0,0,0,neutral_control
SVV,4,674,0,0,0,neutral_control
SVVC,16,3611,0,0,0,neutral_control
SW,3,418,0,0,0,neutral_control
SWAG,6,998,0,0,0,neutral_control
SWAV,6,1318,0,0,0,neutral_control
SWAY,3,485,0,0,0,neutral_control
SWBIV,1,3,0,0,0,neutral_control
SWBK,1,174,0,0,0,neutral_control
SWC,13,3105,0,0,0,neutral_control
SWCH,6,1300,0,0,0,neutral_control
SWET,2,377,0,0,0,neutral_control
SWFT,11,2286,0,0,0,neutral_control
SWHC,11,2632,0,0,0,neutral_control
SWI,16,3320,0,0,0,neutral_control
SWIM,9,1805,0,0,0,neutral_control
SWIN,5,931,0,0,0,neutral_control
SWIR,19,4539,0,0,0,neutral_control
SWK,22,5327,0,0,0,neutral_control
SWKS,22,5327,0,0,0,neutral_control
SWMR,1,9,0,0,0,neutral_control
SWN,20,4969,0,0,0,neutral_control
SWS,10,2517,0,0,0,neutral_control
SWTX,8,1614,0,0,0,neutral_control
SWU,6,1170,0,0,0,neutral_control
SWW,3,522,0,0,0,neutral_control
SWX,22,5327,0,0,0,neutral_control
SWY,11,2536,0,0,0,neutral_control
SWZ,22,5327,0,0,0,neutral_control
SXCP,7,1621,0,0,0,neutral_control
SXE,13,2553,0,0,0,neutral_control
SXI,22,5327,0,0,0,neutral_control
SXL,13,3102,0,0,0,neutral_control
SXT,22,5327,0,0,0,neutral_control
SY,14,3124,0,0,0,neutral_control
SYA,7,1516,0,0,0,neutral_control
SYBT,22,5185,0,0,0,neutral_control
SYD,2,347,0,0,0,neutral_control
SYF,13,2917,0,0,0,neutral_control
SYI,4,531,0,0,0,neutral_control
SYK,22,5327,0,0,0,neutral_control
SYKE,17,4185,0,0,0,neutral_control
SYM,9,1701,0,0,0,neutral_control
SYMC,15,3736,0,0,0,neutral_control
SYMX,11,2539,0,0,0,neutral_control
SYN,11,2682,0,0,0,neutral_control
SYNA,22,5327,0,0,0,neutral_control
SYNC,12,2579,0,0,0,neutral_control
SYNH,6,1440,0,0,0,neutral_control
SYNT,14,3467,0,0,0,neutral_control
SYNX,8,1552,0,0,0,neutral_control
SYRA,4,601,0,0,0,neutral_control
SYRE,4,569,0,0,0,neutral_control
SYRG,7,1409,0,0,0,neutral_control
SYSW,4,553,0,0,0,neutral_control
SYT,17,3776,0,0,0,neutral_control
SYUT,11,2541,0,0,0,neutral_control
SYX,17,4144,0,0,0,neutral_control
SYY,22,5327,0,0,0,neutral_control
SZ,1,183,0,0,0,neutral_control
SZC,11,2541,0,0,0,neutral_control
SZE,8,1310,0,0,0,neutral_control
SZZL,5,480,0,0,0,neutral_control
T,22,5320,0,0,0,neutral_control
T.WD,1,5,0,0,0,neutral_control
TA,17,4099,0,0,0,neutral_control
TAC,22,5327,0,0,0,neutral_control
TACA,2,331,0,0,0,neutral_control
TACH,2,137,0,0,0,neutral_control
TAHO,8,1708,0,0,0,neutral_control
TAI,11,2745,0,0,0,neutral_control
TAL,22,5032,0,0,0,neutral_control
TALK,8,1675,0,0,0,neutral_control
TALO,9,1966,0,0,0,neutral_control
TAM,9,2017,0,0,0,neutral_control
TAOM,6,1265,0,0,0,neutral_control
TAOX,2,172,0,0,0,neutral_control
TAP,22,5301,0,0,0,neutral_control
TAP.A,22,2205,0,0,0,neutral_control
TAQ,2,271,0,0,0,neutral_control
TAQ.U,3,214,0,0,0,neutral_control
TAR,6,1232,0,0,0,neutral_control
TARA,7,1546,0,0,0,neutral_control
TARO,15,3574,0,0,0,neutral_control
TARS,7,1352,0,0,0,neutral_control
TAS,6,1049,0,0,0,neutral_control
TASK,6,1189,0,0,0,neutral_control
TASR,13,3066,0,0,0,neutral_control
TAVI,3,174,0,0,0,neutral_control
TAYD,22,5092,0,0,0,neutral_control
TBA,1,113,0,0,0,neutral_control
TBBB,3,519,0,0,0,neutral_control
TBBK,22,5313,0,0,0,neutral_control
TBC,8,1801,0,0,0,neutral_control
TBCH,2,291,0,0,0,neutral_control
